FMID,MarketName,street,city,County,State,zip,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime
1004866,Skyway Farmers Market,11904 Renton Avenue South,Seattle,King,Washington,98178,N,Y,N,Y,N,-,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,6/25/2011 0:20
1007091,Slate Belt Farmers Market,1566 Riner Road,Mt. Bethel,Northampton,Pennsylvania,18343,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1019469,Slater Park Farmers Market,"375 Newport Ave, Pawtucket, RI 02861",Pawtucket,Providence,Rhode Island,2860,Y,Y,Y,Y,Y,-,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,04/11/2019 14:37
1002266,Slayton Farmers Market,Slayton Chamber of Commerce,Slayton,Murray,Minnesota,56172,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1018814,Sleeping Dragon Farmers Market,6475 Columbus Rd SE,Deming,Luna,New Mexico,88030,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,08/04/2018 14:53
1019869,Slippery Rock Farmers Market ,"Gateway Park, 100 Midway Street",Slippery Rock,Butler,Pennsylvania,16057,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,5/20/2020 21:17
1018803,Slow Food Elba, 332 Simmons St ,Elba,Coffee,Alabama,36323,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,Y,Y,N,Y,12/22/2018 8:17
1007814,Small Farms Network Butler County Market,77 Ponder Stree,"Harviell, MO",Butler,Missouri,63954,Y,N,N,N,N,-,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,06/02/2014 19:11
1006104,Smart Markets Bristow,8301 Linton Hall Rd.,Bristow,Prince William,Virginia,20136,Y,N,N,N,N,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 17:21
1012070,Smart Markets Chantilly,3460 Centreville Road,Chantilly,Fairfax,Virginia,22051,Y,N,N,N,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 13:48
1012072,Smart Markets Huntington,5918 North Kings Highway,Alexandria,Fairfax,Virginia,22003,Y,N,N,N,N,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/28/2016 13:52
1006100,Smart Markets Oakton,2854 Hunter Mill Rd.,Oakton,Fairfax,Virginia,22124,Y,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,N,N,N,4/22/2014 17:37
1006101,Smart Markets Reston,1900 Reston Station Boulevard,Reston,Fairfax,Virginia,20190,Y,N,N,N,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,6/28/2016 13:38
1006103,Smart Markets Springfield,6699 Spring Mall Drive,Springfield,Fairfax,Virginia,22150,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N,6/28/2016 13:40
1010009,Smart Markets Tysons,8400 Westpark Dr. ,McLean,Fairfax,Virginia,22012,Y,N,N,N,N,-,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,4/22/2014 17:44
1006721,Smith County Farmer' Market,122 W. Highway 36,Smith Center,Smith,Kansas,66967,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,04/01/2014 09:16
1010014,Smith County Farmers Market,110 Ag. Center lane,Carthage,Smith,Tennessee,37030,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,4/23/2014 11:17
1007377,Smith County Fruit & Vegetable Association F M,Smith County Tobacco Warehouse,South Cathage,Smith,Tennessee,37030,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1000596,Smithfield Farmers Market,319B Main Street,Smithfield,Isle of Wight,Virginia,23430,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,4/24/2014 10:56
1005205,Smithfield Farmers Market,350 E. Market Street,Smithfield,Johnston,North Carolina,27577,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,5/17/2012 15:30
1007143,Smyrna Farmers Market,108 David Collins Drive,Smyrna,Rutherford County,Tennessee,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1008895,SMYRNA FARMERS' MARKET ,7 West South Street ,Smyrna,Kent,Delaware,19977,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,4/22/2014 15:59
1009846,Smyrna Fresh Market,1275 Church Street,"Smyrna, GA",Cobb,Georgia,30080,Y,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,6/27/2016 13:46
1001467,Snellville Farmers Market,2342 Oak Road,Snellville,Gwinnett,Georgia,30078,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,Y,6/27/2016 13:38
1018557,Snohomish Farmers Market,Cedar Avenue & Pearl Street,Snohomish,Snohomish,Washington,98290,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,07/05/2017 18:37
1002488,Snow Hill Farmers Market,210 W. Green Street,Snow Hill,Worcester,Maryland,21863,N,Y,N,N,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 20:26
1004797,Socorro Farmers' Market - Indoor,Center St,Socorro,Socorro,New Mexico,,Y,Y,N,Y,Y,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/20/2014 14:54
1004798,Socorro Farmers' Market - Outdoor,Plaza,Socorro,Socorro,New Mexico,,Y,Y,N,Y,Y,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,5/20/2014 14:51
1000090,Socrates Sculpture Park Greenmarket,Vernon Blvd & Broadway,Queens,Queens,New York,11106,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/23/2013 14:53
1004111,Soda Springs Farmers Market,City Park,Soda Springs,Caribou,Idaho,83276,N,N,N,N,N,-,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/21/2011 13:30
1006720,Sodus Farmers' Market,58 W. Main Street,Sodus,Wayne,New York,14551,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,7/26/2018 21:40
1011189,SoKy Marketplace,7th and Center Street,Bowling Green ,Warren,Kentucky,42102,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,7/26/2018 18:10
1010353,SOL Community Farmers' Market,241 Main Street,Placerville,El Dorado,California,95667,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,07/11/2016 19:05
1003836,Solana Beach Farmers Market,444 South Cedros Avenue,Solana Beach,San Diego,California,92075,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,7/26/2018 16:41
1019829,Soldotna Saturday Farmers Market,193 E. Corral Ave,Soldotna,Kenai Peninsula,Alaska,99669,Y,Y,N,Y,N,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,N,N,N,Y,N,N,Y,04/06/2020 13:37
1003583,Soledad FM,Encinal St. & Front St.,Soledad,Monterey,California,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1006898,Solon  Market,15185 Algoma Road (at Wiersma Rd.),Cedar Springs,Kent,Michigan,49319,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,6/28/2016 6:32
1002580,SOLON FARMERS MARKET, Bus. Hwy. 53 and Main St.,Solon Springs,Douglas,Wisconsin,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1002579,Solon Springs Family Fun Days Farmers' Market,Bus. Hwy. 53,Solon Springs,Douglas,Wisconsin,54873,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/22/2012 15:56
1006690,Solvang CFM,Copenhagen Dr. & 1st St.,Solvang,Santa Barbara,California,93101,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1007438,SOMERS FARMERS MARKET,Corner of Main Street and Battle Street,Somers,New London,Connecticut,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1019671,Somerset County Farmers' Market Inc.,800 Georgian Place ,Somerset,Somerset,Pennsylvania,15501,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,08/05/2019 20:04
1003162,Somerset Farmers Market,"4150 South Highway 27, Somerset Mall Parking Lot",Somerset,Pulaski,Kentucky,42501,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/24/2013 13:55
1006248,Somersville CFM,,Somersville,Contra Costa,California,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1018109,Somerville Mobile Farmers' Market - Council on Aging,167 Holland Street,Somerville,Middlesex,Massachusetts,2145,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 9:02
1018118,Somerville Mobile Farmers' Market - East Somerville Community School,50 Cross Street,Somerville,Middlesex,Massachusetts,2145,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 9:03
1011934,Somerville Mobile Farmers' Market - Mystic,530 Mystic Avenue,Somerville,Middlesex,Massachusetts,2145,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 9:06
1011935,Somerville Mobile Farmers' Market - North Street,26 North Street,Somerville,Middlesex,Massachusetts,2144,Y,Y,N,Y,Y,-,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 9:04
1012499,Somerville/Davis Square,50 Day St.,Somerville ,Middlesex,Massachusetts,2144,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,07/12/2016 14:50
1005918,Sonoita Growers Market,Diamond JK Nursery,Sonoita,Santa Cruz,Arizona,85637,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004837,Sonoma Friday CFM,Depot Museum parking lot,Donoma,Sonoma,California,95409,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1018234,Sonora's Certified Farmers' Market,Theall and Stewart Street,Sonora,Tuolumne,California,95370,Y,Y,N,Y,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,7/26/2018 15:56
1008062,Soulard Farmers Market,730 Carroll St (at 7th St.) in St Louis MO,St Louis,St. Louis City,Missouri,,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,4/16/2015 12:08
1019803,Soutel Community Market,4750 Soutel Dr,Jacksonville,Duval,Florida,32208,Y,N,N,N,Y,-,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,3/20/2020 21:03
1002114,South Anchorage Farmers' Market,"Behind the Dimond Center, in front of the Dimond Center Hotel",Anchorage,Anchorage,Alaska,,Y,Y,Y,Y,Y,-,N,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/19/2013 13:42
1002115,South Anchorage Farmers' Market,Subway/Cellular One Sports Centre at the corner of Old Seward and O'Malley,Anchorage,Anchorage,Alaska,,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,6/19/2013 13:39
1002571,South Austin Farmers Market,2910 S. Congress,Austin,Travis,Texas,78745,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1018545,South Bend Farmers Market,1105 Northside Boulevard,South Bend,St. Joseph,Indiana,46615,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,07/05/2017 10:57
1001242,South Berkeley Farmers' Market,Adeline Street at 63rd Street,Berkeley,Alameda,California,94703,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,6/27/2016 13:44
1012812,South Bossier Farmer's Market,1145 Hwy 527,Elm Grove,Bossier,Louisiana,71051,Y,N,N,N,Y,-,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,10/06/2016 11:51
1012103,SOUTH BOSTON FARMER'S MARKET,446 West Broadway,South Boston,Suffolk,Massachusetts,2127,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/29/2016 13:10
1004809,South Bronx Community Farmers Market,E. 146th Street & St. AnnNULLs Ave.,,Bronx,New York,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1011805,South Bronx Farmers Market,330 East 138th Street,The Bronx,Bronx,New York,10454,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,3/17/2016 19:56
1009893,South Burlington Farmers Market,550 Dorset Street,South Burlington,Chittenden,Vermont,5407,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,N,04/10/2014 13:54
1002758,South Carolina State Farmers Market,208-A Wholesale Lane,West Columbia,Lexington,South Carolina,29172,Y,N,N,N,N,-,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,5/29/2012 10:26
1005015,South Chicago Farmers Market at Chief Nomo Oasis,2650 E 83rd St,Chicago,Cook,Illinois,60617,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1019385,South Cumberland Farmers Market,39 Ballpark Road,Sewanee ,Franklin,Tennessee,37375,Y,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,02/09/2019 10:13
1018682,South Dayton Farmers' Market,Rt 322 and Park St,South Dayton,Cattaraugus,New York,14138,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,7/14/2017 22:12
1001657,South Durham Farmers' Market,5410 NC Highway 55,Durham,Durham,North Carolina,27713,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,3/19/2015 14:46
1003766,South East Area Farmers' Market,"851 Madison, SE  ",Grand Rapids,Kent,Michigan,49507,Y,Y,Y,Y,Y,-,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,05/12/2014 14:21
1018138,South East Area Farmers' Market,900 Fuller Ave SE,Grand Rapids,Kent,Michigan,49506,Y,Y,Y,Y,Y,-,Y,N,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,08/02/2018 15:25
1009214,South East Erie Farmers Market,East 38th Street and Pine Avenue,Erie,Erie,Pennsylvania,16504,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
1018384,South Fork Farmers and Local Artisan Market,28 Silver Thread Lane,South Fork,Rio Grande,Colorado,81154,Y,N,N,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/24/2017 16:07
1019599,South Fork Fun Food & Brew,3309 W. Hwy 29,Georgetown,Williamson,Texas,78628,Y,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,6/30/2019 20:12
1003707,South Gate Farmers Market,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,N,N,N,05/12/2014 18:30
1009897,South Hadley Farmers' Market,College Street and Rt. 116,"South Hadley, MA",Hampshire,Massachusetts,1075,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,6/27/2016 15:28
1012008,South Halsted Neighborhood Farmers Market,861 W 115th Street ,Chicago ,Cook,Illinois,60643,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,6/14/2016 21:43
1007805,South Hampton Farmers' Market,"Hwy 40 or 44 to South Hampton. East on Chippewa, south on Macklind. Corner of Nottingham and Macklind in the heart of Macklind Ave Business District.",St. Louis,St. Louis city,Missouri,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011
1017950,South Haven Farm Market,539 Phoenix Street,South Haven,Van Buren,Michigan,49090,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,4/28/2017 14:51
1002526,South Hill Farmers Market,105 W. Danville Street,South Hill,Mecklenburg,Virginia,23970,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,7/30/2018 14:54
1011017,South Holland's Town Center Market Place,,South Holland,Cook,Illinois,60473,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/2016 14:17
1017962,South Hutch Farmers Market,401 N Main,South Hutchinson ,Reno,Kansas,67505,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,05/02/2017 13:04
1002614,South Jordan Farmers Market,South Jordan Towne Center Drive (1600 W. & Redwood Rd.),South Jordan,Salt Lake,Utah,84095,Y,N,N,N,N,-,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,3/14/2014 11:51
1008693,South Kearney Farmers' Market,910 3rd AV,Kearney ,Buffalo,Nebraska,68847,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,3/14/2014 15:09
1018783,South Kingstown Farmers Market  at Marina Park ,214 Salt Pond Road,Wakefield,Washington,Rhode Island,2879,Y,Y,Y,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,08/06/2017 14:09
1001671,South Kona Fruit Stand,"84-4770 Mamalahoa Hwy., Near old Higashi Store",Captain Cook,Hawaii,Hawaii,96704,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009
1004071,South Lake Tahoe Tuesday Farmers Market,American Legion Hall (Hwy 50),South Lake Tahoe,El Dorado,California,96150,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,3/21/2014 17:52
1010885,South Lansing Farmers Market,800 west Barnes Avenue,Lansing,Ingham,Michigan,48910,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N,03/05/2015 15:12
1019511,South Lyon Farmers and Artisans Market,110 W. Liberty,South Lyon ,Oakland,Michigan,48178,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,05/07/2019 00:49
1007290,South Madison Farmers Market,1601 Park St,Madison,Dane,Wisconsin,,Y,Y,Y,Y,Y,-,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/15/2012 10:33
1007291,South Madison Farmers Market,2520 Rimrock Rd,Madison,Dane,Wisconsin,,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,5/15/2012 10:33
1008437,South Maple Street Farmers Market,103 South Maple Avenue,Davenport,Thayer,Nebraska,68335,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,06/07/2014 18:49
1003655,South Memphis Farmers Market,1400 Mississippi Blvd,Memphis,Shelby,Tennessee,38106,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/2016 14:12
1005849,South Milford Farmers Market,7850 W. 750 S.,South Milford,LaGrange,Indiana,46786,N,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,3/18/2014 18:16
1010445,South Milwaukee Downtown Market,11th and Milwaukee Avenues,South Milwaukee ,Milwaukee,Wisconsin,53172,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,6/27/2016 13:32
1003873,South of Lake Farmers Market,3901 Chicago Ave S,Minneapolis,Hennepin,Minnesota,,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jun  4 2010 11:55PM
1009071,South Padre Island Farmers Market,8605 Padre Island Blvd.,South Padre Island ,Cameron,Texas,78597,N,N,N,N,N,-,Y,N,N,N,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,02/07/2014 16:13
1001461,South Pasadena Farmers Market,Meridan Ave. and El Centro Street,South Pasadena,Los Angeles,California,91030,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,3/31/2014 23:23
1002313,South Pearl Street Farmers' Market,1500 S. Pearl Street,Denver,Denver,Colorado,80210,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,4/26/2012 0:17
1001174,South Perry Farmers' Market,924 South Perry St,Spokane,Spokane,Washington,99202,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,5/21/2012 14:47
1001173,South Perry Farmers' Market - Indoor,915 S Perry St,Spokane,Spokane,Washington,99202,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,5/21/2012 14:47
